Parcela,Mod / Subp,CENSO,Estación /año,Fecha,#Ind,Clave sp,Género,Epiteto específico,Familia,Nombre común,Altura,Largo,DAP mayor,# Tallos,Estatus,Observaciones,# CenOrig,Fenología,Daño,Origen,FormaVida,DAP1,DAP2,DAP3,DAP4,DAP5,DAP6,DAP7,DAP8,DAP9,DAP10,DAP11,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,85,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,Muerto en C6,C0,,,Muerto en C6,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,86,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,87,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.5,12,1,arbol,semilla,C0,,,semilla,,12,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,88,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,6,6.5,8.2,1,arbol,rebrote,C0,,,rebrote,,8.2,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,89,crogla,Croton,glabellus,EUPHORBIACEAE,P'eresk'uts,8,8.5,9.5,1,arbol,semilla,C0,,,semilla,,9.5,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,90,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,91,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,7.5,10.3,1,arbol,rebrote,C0,,,rebrote,,10.3,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,92,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,7,7.5,9.2,1,arbol,semilla,C0,,,semilla,,9.2,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,93,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,94,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,10,12,20,1,arbol,semilla,C0,,,semilla,,20,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,95,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,96,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,97,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,98,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,7,8.5,9.2,1,arbol,semilla,C0,,,semilla,,9.2,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,99,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,100,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,7,9,8.3,3,arbol,rebrote,C0,,,rebrote,,8.3,7.5,7.1,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,101,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,102,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,103,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,220,bauung,Bauhinia,ungulata,FABACEAE,Box ts'uru'tok,6,7.5,8,2,arbol,rebrote,C4,,,rebrote,,8,6.6,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,258,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,7,7.5,7,2,arbol,rebrote,C18,,,rebrote,,7,2.5,,,,,,,,,,,
10B,4,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,284,exomex,Exostema,mexicanum,RUBIACEAE,Chak sabakché,6,7,5.8,1,recluta,semilla,C27,,,semilla,,5.8,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,104,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6.5,8,1,arbol,semilla,C0,,,semilla,,8,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,105,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,3.5,3.5,5.8,1,arbol,semilla,C0,,,semilla,,5.8,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,106,phyacu,Phyllanthus,acuminatus,PHYLLANTHACEAE,Ixi'imché sp2,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,107,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,108,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,Muerto en C6,C0,,,Muerto en C6,,,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,109,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,8,9,10.6,1,arbol,semilla,C0,,,semilla,,10.6,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,110,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,8,9,10.5,2,arbol,rebrote,C0,,,rebrote,,10.5,5,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,111,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,8,8,9.1,1,arbol,rebrote,C0,,,rebrote,,9.1,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,112,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,4.5,4.5,6.5,1,arbol,semilla,C0,,,semilla,,6.5,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,113,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6,7.5,1,arbol,semilla,C0,,,semilla,,7.5,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,114,phyacu,Phyllanthus,acuminatus,PHYLLANTHACEAE,Ixi'imché sp2,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,221,alvamo,Alvaradoa,amorphoides,PRICRAMNIACEAE,Bel sinik ché,7,8,8.5,1,arbol,semilla,C4,,,semilla,,8.5,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,222,phyacu,Phyllanthus,acuminatus,PHYLLANTHACEAE,Ixi'imché sp2,,,0,0,muerto,muerto,C9,,,muerto,,,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,250,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,6,7.5,5.8,3,arbol,rebrote,C12,,,rebrote,,5.6,5.8,5.2,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,251,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,9,9.5,9.8,1,arbol,semilla,C12,,,semilla,,9.8,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,255,thopau,Thouinia,paucidentata,SAPINDACEAE,K'anchunuup,7,8,7.2,1,arbol,semilla,C14,,,semilla,,7.2,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,276,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,5.5,5.5,5.6,1,arbol,semilla,C23,,,semilla,,5.6,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,285,exomex,Exostema,mexicanum,RUBIACEAE,Chak sabakché,7,7.5,5.8,2,recluta,semilla,C27,,,semilla,,5.8,5.7,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,286,exomex,Exostema,mexicanum,RUBIACEAE,Chak sabakché,6,6.5,5,1,recluta,semilla,C27,,,semilla,,5,,,,,,,,,,,,
10B,5,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,287,exomex,Exostema,mexicanum,RUBIACEAE,Chak sabakché,6,6.5,5.6,1,recluta,semilla,C27,,,semilla,,5.6,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,115,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,116,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,117,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,7,8,10.3,1,arbol,semilla,C0,,,semilla,,10.3,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,118,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,9,11,13.7,2,arbol,rebrote,C0,,,rebrote,,13.7,10.4,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,119,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,120,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,121,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,5,6.5,7.5,1,arbol,semilla,C0,,,semilla,,7.5,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,122,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,7,8,7.5,4,arbol,rebrote,C0,,,rebrote,,7.2,7.5,7.2,5.2,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,123,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,124,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,125,vitgau,Vitex,gaumeri,LAMIACEAE,Ya'axnik,7,7.5,8.2,2,arbol,rebrote,C0,,,rebrote,,8.2,8,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,126,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,8,8,10,1,arbol,semilla,C0,,,semilla,,10,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,127,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,6,8,10.3,3,arbol,rebrote,C0,,,rebrote,,10.3,8.4,7.3,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,128,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,6,7.5,8.7,1,arbol,rebrote,C0,,,rebrote,,8.7,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,222,Croton,glabellus,glabellus,EUPHORBIACEAE,P'eresk'uts,,,0,0,muerto,muerto,C4,,,muerto,,,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,223,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,7.5,8.5,8.7,3,arbol,rebrote,C4,,,rebrote,,8.7,7.5,5.3,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,231,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,5,5,5.4,1,arbol,semilla,C6,,,semilla,,5.4,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,252,diosal,Diospyros,salicifolia,EBENACEAE,Sak k'ak'alché,8,8.5,7.8,1,arbol,semilla,C12,,,semilla,,7.8,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,265,cocaca,Coccoloba,acapulcensis,POLYGONACEAE,Tojyub,6,6.5,6.8,1,arbol,semilla,C21,,,semilla,,6.8,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,277,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,7,8.5,6.7,1,arbol,semilla,C23,,,semilla,,6.7,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,278,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,6,6.5,5.3,1,arbol,semilla,C23,,,semilla,,5.3,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,288,baudiv,Bauhinia,divaricata,FABACEAE,Sak ts'uru'tok,5.5,6,5.5,1,recluta,rebrote,C27,,,rebrote,,5.5,,,,,,,,,,,,
10B,6,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,289,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,6.5,7,5,1,recluta,rebrote,C27,,,rebrote,,5,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,129,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,8,8.5,7.6,1,arbol,semilla,C0,,,semilla,,7.6,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,130,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,10,11,12.7,2,arbol,rebrote,C0,,,rebrote,,11.9,12.7,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,131,chrica,Chrysobalanus,icaco,CHRYSOBALANACEAE,Chunlok,6,6.5,8.5,1,arbol,rebrote,C0,,,rebrote,,8.5,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,132,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,8,9,8.7,1,arbol,semilla,C0,,,semilla,,8.7,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,133,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,134,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,7,7.5,7,1,arbol,rebrote,C0,,,rebrote,,7,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,135,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,136,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,7,7.5,8.2,1,arbol,semilla,C0,,,semilla,,8.2,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,137,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,8,8,10.2,1,arbol,semilla,C0,,,semilla,,10.2,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,138,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,139,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,140,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,141,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,10,10.5,13,1,arbol,semilla,C0,,,semilla,,13,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,142,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,juvenil,baja de cat,C0,,,baja de cat,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,143,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,144,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,8,8.5,10.2,1,arbol,rebrote,C0,,,rebrote,,10.2,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,145,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,10,11,14.2,1,arbol,rebrote,C0,,,rebrote,,14.2,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,146,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,4,7,8.8,1,arbol,semilla,C0,,,semilla,,8.8,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,147,phyacu,Phyllanthus,acuminatus,PHYLLANTHACEAE,Ixi'imché sp2,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,148,helbar,Helicteres,baruensis,MALVACEAE,Sutup,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,149,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,9,10,12.3,1,arbol,rebrote,C0,,,rebrote,,12.3,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,150,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,151,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,152,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,224,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,7,8,7,2,arbol,rebrote,C4,,,rebrote,,7,6.2,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,225,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,6,7,7.4,1,arbol,rebrote,C4,,,rebrote,,7.4,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,232,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,4,5,7.3,1,arbol,semilla,C9,,,semilla,,7.3,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,266,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,6,6.5,5.7,1,arbol,semilla,C21,,,semilla,,5.7,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,267,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,8,5.7,1,arbol,semilla,C21,,,semilla,,5.7,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,279,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,6,7,5.2,1,arbol,semilla,¿?,,,semilla,,5.2,,,,,,,,,,,,
10B,7,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,281,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,5,5.5,5.2,1,arbol,rebrote,C24,,,rebrote,,5.2,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,153,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,154,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,155,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muero,C0,,,muero,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,156,phyacu,Phyllanthus,acuminatus,PHYLLANTHACEAE,Ixi'imché sp2,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,157,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,7,8,7.7,2,arbol,rebrote,C0,,,rebrote,,7.5,7.7,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,158,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,7,7.5,8.9,1,arbol,semilla,C0,,,semilla,,8.9,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,159,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,7,8,10.5,1,arbol,semilla,C0,,,semilla,,10.5,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,160,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,161,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,162,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,7,7,8.3,1,arbol,semilla,C0,,,semilla,,8.3,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,163,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,no encontrado,no se encontro,C0,,,no se encontro,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,164,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,165,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,8,8,16.2,1,arbol,semilla,C0,,,semilla,,16.2,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,166,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,9,10,14.8,1,arbol,semilla,C0,,,semilla,,14.8,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,167,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,5,5,6.7,1,arbol,semilla,C0,,,semilla,,6.7,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,168,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,169,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,170,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,6,7,9.7,1,arbol,semilla,C0,,,semilla,,9.7,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,226,bauung,Bauhinia,ungulata,FABACEAE,Box tsurutok,7,7.5,6.3,3,arbol,rebrote,C0,,,rebrote,,6.3,5.5,6,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,268,bauung,Bauhinia,ungulata,FABACEAE,Box tsurutok,7,7.5,6.3,2,arbol,rebrote,C21,,,rebrote,,6.3,5.2,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,269,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6,6.3,1,arbol,semilla,C21,,,semilla,,6.3,,,,,,,,,,,,
10B,8,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,270,bauung,Bauhinia,ungulata,FABACEAE,Box tsurutok,6,6.5,5.6,1,arbol,rebrote,C21,,,rebrote,,5.6,,,,,,,,,,,,
10B,9,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,171,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4,6,8.1,1,arbol,semilla,C0,,,semilla,,8.1,,,,,,,,,,,,
10B,9,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,172,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
10B,9,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,173,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,9,9,11.3,1,arbol,semilla,C0,,,semilla,,11.3,,,,,,,,,,,,
10B,9,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,174,heldon,Heliocarpus,donellsmithii,FABACEAE,Joolol,9,9,15.6,1,arbol,semilla,C0,,,semilla,,15.6,,,,,,,,,,,,
10B,9,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,175,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,8,9,13.2,2,arbol,semilla,C0,,,semilla,,13.2,10,,,,,,,,,,,
10B,9,C27,Lluvias 2015,6 DE OCTUBRE DE 2015,176,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,muerto,C0,,,muerto,,,,,,,,,,,,,,
